COD_MUN_IBGE,NOME_CANDIDATO,QTDE_VOTOS
4317301,DILMA VANA ROUSSEFF,8092
4317400,DILMA VANA ROUSSEFF,14444
4317509,DILMA VANA ROUSSEFF,26567
4317558,DILMA VANA ROUSSEFF,790
4317608,DILMA VANA ROUSSEFF,11936
4317707,DILMA VANA ROUSSEFF,4032
4317756,DILMA VANA ROUSSEFF,616
4317806,DILMA VANA ROUSSEFF,5591
4317905,DILMA VANA ROUSSEFF,5619
4317954,DILMA VANA ROUSSEFF,941
4318002,DILMA VANA ROUSSEFF,21237
4318051,DILMA VANA ROUSSEFF,1160
4318101,DILMA VANA ROUSSEFF,7022
4318200,DILMA VANA ROUSSEFF,5058
4318309,DILMA VANA ROUSSEFF,16329
4318408,DILMA VANA ROUSSEFF,5480
4318424,DILMA VANA ROUSSEFF,1851
4318432,DILMA VANA ROUSSEFF,786
4318440,DILMA VANA ROUSSEFF,1083
4318457,DILMA VANA ROUSSEFF,1252
4318465,DILMA VANA ROUSSEFF,912
4318481,DILMA VANA ROUSSEFF,1559
4318499,DILMA VANA ROUSSEFF,1064
4318507,DILMA VANA ROUSSEFF,7889
4318606,DILMA VANA ROUSSEFF,2041
4318614,DILMA VANA ROUSSEFF,743
4318622,DILMA VANA ROUSSEFF,1008
4318705,DILMA VANA ROUSSEFF,67450
4318804,DILMA VANA ROUSSEFF,15067
4318903,DILMA VANA ROUSSEFF,11196
4319000,DILMA VANA ROUSSEFF,3921
4319109,DILMA VANA ROUSSEFF,2272
4319125,DILMA VANA ROUSSEFF,949
4319158,DILMA VANA ROUSSEFF,2996
4319208,DILMA VANA ROUSSEFF,2054
4319307,DILMA VANA ROUSSEFF,2708
4319356,DILMA VANA ROUSSEFF,1205
4319364,DILMA VANA ROUSSEFF,756
4319372,DILMA VANA ROUSSEFF,1056
4319406,DILMA VANA ROUSSEFF,4854
4319505,DILMA VANA ROUSSEFF,7152
4319604,DILMA VANA ROUSSEFF,7573
4319703,DILMA VANA ROUSSEFF,1175
4319711,DILMA VANA ROUSSEFF,879
4319737,DILMA VANA ROUSSEFF,1014
4319752,DILMA VANA ROUSSEFF,851
4319802,DILMA VANA ROUSSEFF,2836
4319901,DILMA VANA ROUSSEFF,23954
4320008,DILMA VANA ROUSSEFF,49896
4320107,DILMA VANA ROUSSEFF,6497
4320206,DILMA VANA ROUSSEFF,3918
4320230,DILMA VANA ROUSSEFF,1104
4320263,DILMA VANA ROUSSEFF,3111
4320305,DILMA VANA ROUSSEFF,1409
4320321,DILMA VANA ROUSSEFF,747
4320354,DILMA VANA ROUSSEFF,1667
4320404,DILMA VANA ROUSSEFF,4048
4320453,DILMA VANA ROUSSEFF,1250
4320503,DILMA VANA ROUSSEFF,2051
4320552,DILMA VANA ROUSSEFF,1795
4320578,DILMA VANA ROUSSEFF,842
4320602,DILMA VANA ROUSSEFF,1383
4320651,DILMA VANA ROUSSEFF,1026
4320677,DILMA VANA ROUSSEFF,4986
4320701,DILMA VANA ROUSSEFF,4055
4320800,DILMA VANA ROUSSEFF,8477
4320859,DILMA VANA ROUSSEFF,1400
4320909,DILMA VANA ROUSSEFF,4595
4321006,DILMA VANA ROUSSEFF,3457
4321105,DILMA VANA ROUSSEFF,4217
4321204,DILMA VANA ROUSSEFF,14034
4321303,DILMA VANA ROUSSEFF,7451
4321329,DILMA VANA ROUSSEFF,1049
4321352,DILMA VANA ROUSSEFF,1969
4321402,DILMA VANA ROUSSEFF,4295
4321436,DILMA VANA ROUSSEFF,2765
4321451,DILMA VANA ROUSSEFF,10169
4321469,DILMA VANA ROUSSEFF,1096
4321477,DILMA VANA ROUSSEFF,2474
4321493,DILMA VANA ROUSSEFF,960
4321501,DILMA VANA ROUSSEFF,8687
4321600,DILMA VANA ROUSSEFF,10442
4321626,DILMA VANA ROUSSEFF,905
4321634,DILMA VANA ROUSSEFF,1152
4321667,DILMA VANA ROUSSEFF,3628
4321709,DILMA VANA ROUSSEFF,6968
4321808,DILMA VANA ROUSSEFF,6690
4321832,DILMA VANA ROUSSEFF,1286
4321857,DILMA VANA ROUSSEFF,1517
4321907,DILMA VANA ROUSSEFF,8535
4321956,DILMA VANA ROUSSEFF,2183
4322004,DILMA VANA ROUSSEFF,7036
4322103,DILMA VANA ROUSSEFF,1481
4322152,DILMA VANA ROUSSEFF,2070
4322186,DILMA VANA ROUSSEFF,512
4322202,DILMA VANA ROUSSEFF,6074
4322251,DILMA VANA ROUSSEFF,1297
4322301,DILMA VANA ROUSSEFF,2755
4322327,DILMA VANA ROUSSEFF,1106
4322343,DILMA VANA ROUSSEFF,587
4322350,DILMA VANA ROUSSEFF,604
4322376,DILMA VANA ROUSSEFF,1102
4322400,DILMA VANA ROUSSEFF,27146
4322509,DILMA VANA ROUSSEFF,12354
4322525,DILMA VANA ROUSSEFF,1365
4322533,DILMA VANA ROUSSEFF,5627
4322541,DILMA VANA ROUSSEFF,1818
4322558,DILMA VANA ROUSSEFF,747
4322608,DILMA VANA ROUSSEFF,28405
4322707,DILMA VANA ROUSSEFF,10620
4322806,DILMA VANA ROUSSEFF,4405
4322855,DILMA VANA ROUSSEFF,660
4322905,DILMA VANA ROUSSEFF,1689
4323002,DILMA VANA ROUSSEFF,56687
4323101,DILMA VANA ROUSSEFF,1699
4323200,DILMA VANA ROUSSEFF,974
4323309,DILMA VANA ROUSSEFF,901
4323358,DILMA VANA ROUSSEFF,841
4323408,DILMA VANA ROUSSEFF,1250
4323457,DILMA VANA ROUSSEFF,1442
4323507,DILMA VANA ROUSSEFF,1217
4323606,DILMA VANA ROUSSEFF,679
4323705,DILMA VANA ROUSSEFF,1320
4323754,DILMA VANA ROUSSEFF,1788
4323770,DILMA VANA ROUSSEFF,1256
4323804,DILMA VANA ROUSSEFF,2620
4200051,DILMA VANA ROUSSEFF,734
4200101,DILMA VANA ROUSSEFF,5197
4200200,DILMA VANA ROUSSEFF,2808
4200309,DILMA VANA ROUSSEFF,1402
4200408,DILMA VANA ROUSSEFF,1894
4200507,DILMA VANA ROUSSEFF,2375
4200556,DILMA VANA ROUSSEFF,1093
4200606,DILMA VANA ROUSSEFF,1827
4200705,DILMA VANA ROUSSEFF,2529
4200754,DILMA VANA ROUSSEFF,731
4200804,DILMA VANA ROUSSEFF,2255
4200903,DILMA VANA ROUSSEFF,2360
4201000,DILMA VANA ROUSSEFF,2824
4201109,DILMA VANA ROUSSEFF,1140
4201208,DILMA VANA ROUSSEFF,1874
4201257,DILMA VANA ROUSSEFF,3007
4201273,DILMA VANA ROUSSEFF,1714
4201307,DILMA VANA ROUSSEFF,5277
4201406,DILMA VANA ROUSSEFF,17731
4201505,DILMA VANA ROUSSEFF,2558
4201604,DILMA VANA ROUSSEFF,1042
4201653,DILMA VANA ROUSSEFF,942
4201703,DILMA VANA ROUSSEFF,1939
4201802,DILMA VANA ROUSSEFF,908
4201901,DILMA VANA ROUSSEFF,2023
4201950,DILMA VANA ROUSSEFF,2603
4202008,DILMA VANA ROUSSEFF,21034
4202057,DILMA VANA ROUSSEFF,1931
4202073,DILMA VANA ROUSSEFF,2300
4202081,DILMA VANA ROUSSEFF,1098
4202099,DILMA VANA ROUSSEFF,817
4202107,DILMA VANA ROUSSEFF,4461
4202131,DILMA VANA ROUSSEFF,1852
4202156,DILMA VANA ROUSSEFF,789
4202206,DILMA VANA ROUSSEFF,2352
4202305,DILMA VANA ROUSSEFF,12781
4202404,DILMA VANA ROUSSEFF,59608
4202438,DILMA VANA ROUSSEFF,929
4202453,DILMA VANA ROUSSEFF,2559
4202503,DILMA VANA ROUSSEFF,963
4202537,DILMA VANA ROUSSEFF,1102
4202578,DILMA VANA ROUSSEFF,907
4202602,DILMA VANA ROUSSEFF,1792
4202701,DILMA VANA ROUSSEFF,1534
4202800,DILMA VANA ROUSSEFF,6403
4202859,DILMA VANA ROUSSEFF,1001
4202875,DILMA VANA ROUSSEFF,1168
4202909,DILMA VANA ROUSSEFF,18408
4203006,DILMA VANA ROUSSEFF,19833
4203105,DILMA VANA ROUSSEFF,2180
4203154,DILMA VANA ROUSSEFF,969
4203204,DILMA VANA ROUSSEFF,12170
4203253,DILMA VANA ROUSSEFF,664
4203303,DILMA VANA ROUSSEFF,2029
4203402,DILMA VANA ROUSSEFF,1797
4203501,DILMA VANA ROUSSEFF,3374
4203600,DILMA VANA ROUSSEFF,7584
4203709,DILMA VANA ROUSSEFF,2680
4203808,DILMA VANA ROUSSEFF,12255
4203907,DILMA VANA ROUSSEFF,6228
4203956,DILMA VANA ROUSSEFF,7561
4204004,DILMA VANA ROUSSEFF,2864
4204103,DILMA VANA ROUSSEFF,1948
4204152,DILMA VANA ROUSSEFF,1149
4204178,DILMA VANA ROUSSEFF,1454
4204194,DILMA VANA ROUSSEFF,902
4204202,DILMA VANA ROUSSEFF,51115
4204251,DILMA VANA ROUSSEFF,4568
4204301,DILMA VANA ROUSSEFF,17454
4204350,DILMA VANA ROUSSEFF,1755
4204400,DILMA VANA ROUSSEFF,3653
4204459,DILMA VANA ROUSSEFF,839
4204509,DILMA VANA ROUSSEFF,4556
4204558,DILMA VANA ROUSSEFF,3841
4204608,DILMA VANA ROUSSEFF,44983
4204707,DILMA VANA ROUSSEFF,2732
4204756,DILMA VANA ROUSSEFF,707
4204806,DILMA VANA ROUSSEFF,8408
4204905,DILMA VANA ROUSSEFF,2744
4205001,DILMA VANA ROUSSEFF,4739
4205100,DILMA VANA ROUSSEFF,1342
4205159,DILMA VANA ROUSSEFF,921
4205175,DILMA VANA ROUSSEFF,1257
4205191,DILMA VANA ROUSSEFF,828
4205209,DILMA VANA ROUSSEFF,1190
4205308,DILMA VANA ROUSSEFF,4420
4205357,DILMA VANA ROUSSEFF,782
4205407,DILMA VANA ROUSSEFF,90520
4205431,DILMA VANA ROUSSEFF,1140
4205456,DILMA VANA ROUSSEFF,6953
4205506,DILMA VANA ROUSSEFF,9530
4205555,DILMA VANA ROUSSEFF,702
4205605,DILMA VANA ROUSSEFF,1154
4205704,DILMA VANA ROUSSEFF,4706
4205803,DILMA VANA ROUSSEFF,3091
4205902,DILMA VANA ROUSSEFF,12277
4206009,DILMA VANA ROUSSEFF,2628
4206108,DILMA VANA ROUSSEFF,1848
4206207,DILMA VANA ROUSSEFF,2511
4206306,DILMA VANA ROUSSEFF,3980
4206405,DILMA VANA ROUSSEFF,3626
4206504,DILMA VANA ROUSSEFF,10183
4206603,DILMA VANA ROUSSEFF,1808
4206652,DILMA VANA ROUSSEFF,2138
4206702,DILMA VANA ROUSSEFF,6043
4206751,DILMA VANA ROUSSEFF,697
4206801,DILMA VANA ROUSSEFF,1035
4206900,DILMA VANA ROUSSEFF,5120
4207007,DILMA VANA ROUSSEFF,19526
4207106,DILMA VANA ROUSSEFF,3152
4207205,DILMA VANA ROUSSEFF,4151
4207304,DILMA VANA ROUSSEFF,12508
4207403,DILMA VANA ROUSSEFF,1892
4207502,DILMA VANA ROUSSEFF,11534
4207577,DILMA VANA ROUSSEFF,921
4207601,DILMA VANA ROUSSEFF,1594
4207650,DILMA VANA ROUSSEFF,3021
4207684,DILMA VANA ROUSSEFF,2485
4207700,DILMA VANA ROUSSEFF,2547
4207759,DILMA VANA ROUSSEFF,1310
4207809,DILMA VANA ROUSSEFF,2920
4207858,DILMA VANA ROUSSEFF,729
4207908,DILMA VANA ROUSSEFF,3423
4208005,DILMA VANA ROUSSEFF,2380
4208104,DILMA VANA ROUSSEFF,5277
4208203,DILMA VANA ROUSSEFF,39593
4208302,DILMA VANA ROUSSEFF,6886
4208401,DILMA VANA ROUSSEFF,4699
4208450,DILMA VANA ROUSSEFF,3072
4208500,DILMA VANA ROUSSEFF,6188
4208609,DILMA VANA ROUSSEFF,1304
4208708,DILMA VANA ROUSSEFF,2577
4208807,DILMA VANA ROUSSEFF,5816
4208906,DILMA VANA ROUSSEFF,40731
4208955,DILMA VANA ROUSSEFF,653
4209003,DILMA VANA ROUSSEFF,6327
4209102,DILMA VANA ROUSSEFF,104336
4209151,DILMA VANA ROUSSEFF,1669
4209177,DILMA VANA ROUSSEFF,860
4209201,DILMA VANA ROUSSEFF,749
4209300,DILMA VANA ROUSSEFF,27740
4209409,DILMA VANA ROUSSEFF,13543
4209458,DILMA VANA ROUSSEFF,752
4209508,DILMA VANA ROUSSEFF,1700
4209607,DILMA VANA ROUSSEFF,3349
4209706,DILMA VANA ROUSSEFF,3464
4209805,DILMA VANA ROUSSEFF,1303
4209854,DILMA VANA ROUSSEFF,1506
4209904,DILMA VANA ROUSSEFF,3169
4210001,DILMA VANA ROUSSEFF,2518
4210035,DILMA VANA ROUSSEFF,1618
4210050,DILMA VANA ROUSSEFF,783
4210100,DILMA VANA ROUSSEFF,10030
4210209,DILMA VANA ROUSSEFF,1071
4210308,DILMA VANA ROUSSEFF,2277
4210407,DILMA VANA ROUSSEFF,2399
4210506,DILMA VANA ROUSSEFF,7382
4210555,DILMA VANA ROUSSEFF,1004
4210605,DILMA VANA ROUSSEFF,4366
4210704,DILMA VANA ROUSSEFF,872
4210803,DILMA VANA ROUSSEFF,1579
4210852,DILMA VANA ROUSSEFF,768
4210902,DILMA VANA ROUSSEFF,1430
4211009,DILMA VANA ROUSSEFF,3707
4211058,DILMA VANA ROUSSEFF,2631
4211108,DILMA VANA ROUSSEFF,2353
4211207,DILMA VANA ROUSSEFF,4592
4211256,DILMA VANA ROUSSEFF,777
4211306,DILMA VANA ROUSSEFF,13233
4211405,DILMA VANA ROUSSEFF,1502
4211454,DILMA VANA ROUSSEFF,1929
4211504,DILMA VANA ROUSSEFF,3465
4211603,DILMA VANA ROUSSEFF,4046
4211652,DILMA VANA ROUSSEFF,1009
4211702,DILMA VANA ROUSSEFF,5108
4211751,DILMA VANA ROUSSEFF,3875
4211801,DILMA VANA ROUSSEFF,2230
4211850,DILMA VANA ROUSSEFF,788
4211876,DILMA VANA ROUSSEFF,814
4211892,DILMA VANA ROUSSEFF,801
4211900,DILMA VANA ROUSSEFF,31209
4212007,DILMA VANA ROUSSEFF,3184
4212056,DILMA VANA ROUSSEFF,765
4212106,DILMA VANA ROUSSEFF,5288
4212205,DILMA VANA ROUSSEFF,6787
4212239,DILMA VANA ROUSSEFF,1700
4212254,DILMA VANA ROUSSEFF,1706
4212270,DILMA VANA ROUSSEFF,1532
4212304,DILMA VANA ROUSSEFF,1997
4212403,DILMA VANA ROUSSEFF,1635
4212502,DILMA VANA ROUSSEFF,4353
4212601,DILMA VANA ROUSSEFF,968
4212700,DILMA VANA ROUSSEFF,1911
4212809,DILMA VANA ROUSSEFF,3548
4212908,DILMA VANA ROUSSEFF,5331
4213005,DILMA VANA ROUSSEFF,937
4213104,DILMA VANA ROUSSEFF,1903
4213153,DILMA VANA ROUSSEFF,1195
4213203,DILMA VANA ROUSSEFF,7801
4213302,DILMA VANA ROUSSEFF,1055
4213351,DILMA VANA ROUSSEFF,828
4213401,DILMA VANA ROUSSEFF,3949
4213500,DILMA VANA ROUSSEFF,2651
4213609,DILMA VANA ROUSSEFF,6815
4213708,DILMA VANA ROUSSEFF,4236
4213807,DILMA VANA ROUSSEFF,2206
4213906,DILMA VANA ROUSSEFF,576
4214003,DILMA VANA ROUSSEFF,5043
4214102,DILMA VANA ROUSSEFF,1033
4214151,DILMA VANA ROUSSEFF,1141
4214201,DILMA VANA ROUSSEFF,3716
4214300,DILMA VANA ROUSSEFF,936
4214409,DILMA VANA ROUSSEFF,1657
4214508,DILMA VANA ROUSSEFF,1829
4214607,DILMA VANA ROUSSEFF,2053
4214706,DILMA VANA ROUSSEFF,2693
4214805,DILMA VANA ROUSSEFF,14075
4214904,DILMA VANA ROUSSEFF,1640
4215000,DILMA VANA ROUSSEFF,6343
4215059,DILMA VANA ROUSSEFF,676
4215075,DILMA VANA ROUSSEFF,1784
4215109,DILMA VANA ROUSSEFF,2542
4215208,DILMA VANA ROUSSEFF,2071
4215307,DILMA VANA ROUSSEFF,2161
4215356,DILMA VANA ROUSSEFF,1682
4215406,DILMA VANA ROUSSEFF,1340
4215455,DILMA VANA ROUSSEFF,3322
4215505,DILMA VANA ROUSSEFF,3556
4215554,DILMA VANA ROUSSEFF,996
4215604,DILMA VANA ROUSSEFF,899
4215653,DILMA VANA ROUSSEFF,2595
4215679,DILMA VANA ROUSSEFF,3245
4215687,DILMA VANA ROUSSEFF,1176
4215695,DILMA VANA ROUSSEFF,564
4215703,DILMA VANA ROUSSEFF,5244
4215752,DILMA VANA ROUSSEFF,1131
4215802,DILMA VANA ROUSSEFF,18038
4215901,DILMA VANA ROUSSEFF,715
4216008,DILMA VANA ROUSSEFF,3290
4216057,DILMA VANA ROUSSEFF,1185
4216107,DILMA VANA ROUSSEFF,3193
4216206,DILMA VANA ROUSSEFF,9260
4216255,DILMA VANA ROUSSEFF,2008
4216305,DILMA VANA ROUSSEFF,5041
4216354,DILMA VANA ROUSSEFF,955
4216404,DILMA VANA ROUSSEFF,1937
4216503,DILMA VANA ROUSSEFF,4683
4216602,DILMA VANA ROUSSEFF,44600
4216701,DILMA VANA ROUSSEFF,4876
4216800,DILMA VANA ROUSSEFF,2831
4216909,DILMA VANA ROUSSEFF,7175
4217006,DILMA VANA ROUSSEFF,3185
4217105,DILMA VANA ROUSSEFF,1119
4217154,DILMA VANA ROUSSEFF,826
4217204,DILMA VANA ROUSSEFF,10741
4217253,DILMA VANA ROUSSEFF,1255
4217303,DILMA VANA ROUSSEFF,3122
4217402,DILMA VANA ROUSSEFF,5373
4217501,DILMA VANA ROUSSEFF,5949
4217550,DILMA VANA ROUSSEFF,1356
4217600,DILMA VANA ROUSSEFF,3732
4217709,DILMA VANA ROUSSEFF,7277
4217758,DILMA VANA ROUSSEFF,1066
4217808,DILMA VANA ROUSSEFF,4238
4217907,DILMA VANA ROUSSEFF,2279
4217956,DILMA VANA ROUSSEFF,851
4218004,DILMA VANA ROUSSEFF,7083
4218103,DILMA VANA ROUSSEFF,1694
4218202,DILMA VANA ROUSSEFF,7210
4218251,DILMA VANA ROUSSEFF,1809
4218301,DILMA VANA ROUSSEFF,4341
4218350,DILMA VANA ROUSSEFF,1112
4218400,DILMA VANA ROUSSEFF,2440
4218509,DILMA VANA ROUSSEFF,1300
4218608,DILMA VANA ROUSSEFF,1817
4218707,DILMA VANA ROUSSEFF,26215
4218756,DILMA VANA ROUSSEFF,1288
4218806,DILMA VANA ROUSSEFF,2924
4218855,DILMA VANA ROUSSEFF,1103
4218905,DILMA VANA ROUSSEFF,2176
4218954,DILMA VANA ROUSSEFF,560
4219002,DILMA VANA ROUSSEFF,5259
4219101,DILMA VANA ROUSSEFF,1420
4219150,DILMA VANA ROUSSEFF,1007
4219176,DILMA VANA ROUSSEFF,1662
4219200,DILMA VANA ROUSSEFF,2041
4219309,DILMA VANA ROUSSEFF,13361
4219358,DILMA VANA ROUSSEFF,1551
4219408,DILMA VANA ROUSSEFF,1409
4219507,DILMA VANA ROUSSEFF,16183
4219606,DILMA VANA ROUSSEFF,1546
4219705,DILMA VANA ROUSSEFF,10177
4219853,DILMA VANA ROUSSEFF,1119
2800100,DILMA VANA ROUSSEFF,958
2800209,DILMA VANA ROUSSEFF,4761
2800308,DILMA VANA ROUSSEFF,132213
2800407,DILMA VANA ROUSSEFF,3918
2800506,DILMA VANA ROUSSEFF,3823
2800605,DILMA VANA ROUSSEFF,5028
2800670,DILMA VANA ROUSSEFF,9470
2800704,DILMA VANA ROUSSEFF,2327
2801009,DILMA VANA ROUSSEFF,5948
2801108,DILMA VANA ROUSSEFF,1806
2801207,DILMA VANA ROUSSEFF,9718
2801306,DILMA VANA ROUSSEFF,6956
2801405,DILMA VANA ROUSSEFF,5564
2801504,DILMA VANA ROUSSEFF,5390
2801603,DILMA VANA ROUSSEFF,2003
2801702,DILMA VANA ROUSSEFF,6287
2801900,DILMA VANA ROUSSEFF,1470
2802007,DILMA VANA ROUSSEFF,1221
2802106,DILMA VANA ROUSSEFF,21013
2802205,DILMA VANA ROUSSEFF,1726
2802304,DILMA VANA ROUSSEFF,4080
2802403,DILMA VANA ROUSSEFF,4198
2802502,DILMA VANA ROUSSEFF,954
2802601,DILMA VANA ROUSSEFF,2334
2802700,DILMA VANA ROUSSEFF,2526
2802809,DILMA VANA ROUSSEFF,5926
2802908,DILMA VANA ROUSSEFF,22436
2803005,DILMA VANA ROUSSEFF,12988
2803104,DILMA VANA ROUSSEFF,1707
2803203,DILMA VANA ROUSSEFF,8535
2803302,DILMA VANA ROUSSEFF,5831
2803401,DILMA VANA ROUSSEFF,4090
2803500,DILMA VANA ROUSSEFF,26217
2803609,DILMA VANA ROUSSEFF,7478
2803708,DILMA VANA ROUSSEFF,2349
2803807,DILMA VANA ROUSSEFF,1537
2803906,DILMA VANA ROUSSEFF,3345
2804003,DILMA VANA ROUSSEFF,5377
2804102,DILMA VANA ROUSSEFF,3026
2804201,DILMA VANA ROUSSEFF,3864
2804300,DILMA VANA ROUSSEFF,2099
2804409,DILMA VANA ROUSSEFF,5914
2804458,DILMA VANA ROUSSEFF,2983
2804508,DILMA VANA ROUSSEFF,9798
2804607,DILMA VANA ROUSSEFF,6634
2804706,DILMA VANA ROUSSEFF,2506
2804805,DILMA VANA ROUSSEFF,26124
2804904,DILMA VANA ROUSSEFF,4750
2805000,DILMA VANA ROUSSEFF,1187
2805109,DILMA VANA ROUSSEFF,3138
2805208,DILMA VANA ROUSSEFF,2121
2805307,DILMA VANA ROUSSEFF,2402
2805406,DILMA VANA ROUSSEFF,7151
2805505,DILMA VANA ROUSSEFF,7476
2805604,DILMA VANA ROUSSEFF,7859
2805703,DILMA VANA ROUSSEFF,7445
2805802,DILMA VANA ROUSSEFF,8118
2805901,DILMA VANA ROUSSEFF,3122
2806008,DILMA VANA ROUSSEFF,5189
2806107,DILMA VANA ROUSSEFF,2984
2806206,DILMA VANA ROUSSEFF,6841
2806305,DILMA VANA ROUSSEFF,3943
2806404,DILMA VANA ROUSSEFF,2226
2806503,DILMA VANA ROUSSEFF,1394
2806602,DILMA VANA ROUSSEFF,4438
2806701,DILMA VANA ROUSSEFF,18981
2806800,DILMA VANA ROUSSEFF,2818
2806909,DILMA VANA ROUSSEFF,1313
2807006,DILMA VANA ROUSSEFF,1187
2807105,DILMA VANA ROUSSEFF,13329
2807204,DILMA VANA ROUSSEFF,2293
2807303,DILMA VANA ROUSSEFF,1086
2807402,DILMA VANA ROUSSEFF,18730
2807501,DILMA VANA ROUSSEFF,4276
2807600,DILMA VANA ROUSSEFF,6609
3500105,DILMA VANA ROUSSEFF,7883
3500204,DILMA VANA ROUSSEFF,1383
3500303,DILMA VANA ROUSSEFF,8041
3500402,DILMA VANA ROUSSEFF,1634
3500501,DILMA VANA ROUSSEFF,2643
3500550,DILMA VANA ROUSSEFF,1240
3500600,DILMA VANA ROUSSEFF,612
3500709,DILMA VANA ROUSSEFF,7969
3500758,DILMA VANA ROUSSEFF,980
3500808,DILMA VANA ROUSSEFF,1336
3500907,DILMA VANA ROUSSEFF,1186
3501004,DILMA VANA ROUSSEFF,4318
3501103,DILMA VANA ROUSSEFF,1275
3501152,DILMA VANA ROUSSEFF,5899
3501202,DILMA VANA ROUSSEFF,890
3501301,DILMA VANA ROUSSEFF,5913
3501400,DILMA VANA ROUSSEFF,1084
3501509,DILMA VANA ROUSSEFF,1119
3501608,DILMA VANA ROUSSEFF,61359
3501707,DILMA VANA ROUSSEFF,11123
3501806,DILMA VANA ROUSSEFF,1010
3501905,DILMA VANA ROUSSEFF,11446
3502002,DILMA VANA ROUSSEFF,876
3502101,DILMA VANA ROUSSEFF,14781
3502200,DILMA VANA ROUSSEFF,5447
3502309,DILMA VANA ROUSSEFF,1182
3502408,DILMA VANA ROUSSEFF,1155
3502507,DILMA VANA ROUSSEFF,8447
3502606,DILMA VANA ROUSSEFF,1471
3502705,DILMA VANA ROUSSEFF,7584
3502754,DILMA VANA ROUSSEFF,3783
3502804,DILMA VANA ROUSSEFF,38254
3502903,DILMA VANA ROUSSEFF,5329
3503000,DILMA VANA ROUSSEFF,1910
3503109,DILMA VANA ROUSSEFF,1779
3503158,DILMA VANA ROUSSEFF,884
3503208,DILMA VANA ROUSSEFF,51042
3503307,DILMA VANA ROUSSEFF,21838
3503356,DILMA VANA ROUSSEFF,694
3503406,DILMA VANA ROUSSEFF,1780
3503505,DILMA VANA ROUSSEFF,1310
3503604,DILMA VANA ROUSSEFF,2845
3503703,DILMA VANA ROUSSEFF,2016
3503802,DILMA VANA ROUSSEFF,10802
3503901,DILMA VANA ROUSSEFF,20841
3503950,DILMA VANA ROUSSEFF,653
3504008,DILMA VANA ROUSSEFF,21069
3504107,DILMA VANA ROUSSEFF,20570
3504206,DILMA VANA ROUSSEFF,4936
3504305,DILMA VANA ROUSSEFF,1348
3504404,DILMA VANA ROUSSEFF,2963
3504503,DILMA VANA ROUSSEFF,14922
3504602,DILMA VANA ROUSSEFF,3939
3504701,DILMA VANA ROUSSEFF,426
3504800,DILMA VANA ROUSSEFF,1812
3504909,DILMA VANA ROUSSEFF,2835
3505005,DILMA VANA ROUSSEFF,797
3505104,DILMA VANA ROUSSEFF,1483
3505203,DILMA VANA ROUSSEFF,4855
3505302,DILMA VANA ROUSSEFF,8417
3505351,DILMA VANA ROUSSEFF,2049
3505401,DILMA VANA ROUSSEFF,2730
3505500,DILMA VANA ROUSSEFF,26481
3505609,DILMA VANA ROUSSEFF,9751
3505708,DILMA VANA ROUSSEFF,86635
3505807,DILMA VANA ROUSSEFF,4042
3505906,DILMA VANA ROUSSEFF,11514
3506003,DILMA VANA ROUSSEFF,81455
3506102,DILMA VANA ROUSSEFF,13702
3506201,DILMA VANA ROUSSEFF,720
3506300,DILMA VANA ROUSSEFF,2242
3506359,DILMA VANA ROUSSEFF,12181
3506409,DILMA VANA ROUSSEFF,1370
3506508,DILMA VANA ROUSSEFF,21381
3506607,DILMA VANA ROUSSEFF,5790
3506706,DILMA VANA ROUSSEFF,4355
3506805,DILMA VANA ROUSSEFF,1898
3506904,DILMA VANA ROUSSEFF,2179
3507001,DILMA VANA ROUSSEFF,8121
3507100,DILMA VANA ROUSSEFF,4088
3507159,DILMA VANA ROUSSEFF,1118
3507209,DILMA VANA ROUSSEFF,384
3507308,DILMA VANA ROUSSEFF,1291
3507407,DILMA VANA ROUSSEFF,2533
3507456,DILMA VANA ROUSSEFF,580
3507506,DILMA VANA ROUSSEFF,24292
3507605,DILMA VANA ROUSSEFF,25361
3507704,DILMA VANA ROUSSEFF,929
3507753,DILMA VANA ROUSSEFF,1018
3507803,DILMA VANA ROUSSEFF,4607
3507902,DILMA VANA ROUSSEFF,3608
3508009,DILMA VANA ROUSSEFF,3960
3508108,DILMA VANA ROUSSEFF,4134
3508207,DILMA VANA ROUSSEFF,685
3508306,DILMA VANA ROUSSEFF,1440
3508405,DILMA VANA ROUSSEFF,11220
3508504,DILMA VANA ROUSSEFF,16802
3508603,DILMA VANA ROUSSEFF,8720
3508702,DILMA VANA ROUSSEFF,3910
3508801,DILMA VANA ROUSSEFF,3792
3508900,DILMA VANA ROUSSEFF,1656
3509007,DILMA VANA ROUSSEFF,24685
3509106,DILMA VANA ROUSSEFF,1817
3509205,DILMA VANA ROUSSEFF,21675
3509254,DILMA VANA ROUSSEFF,7688
3509304,DILMA VANA ROUSSEFF,2701
3509403,DILMA VANA ROUSSEFF,5847
3509452,DILMA VANA ROUSSEFF,1361
3509502,DILMA VANA ROUSSEFF,269856
3509601,DILMA VANA ROUSSEFF,23473
3509700,DILMA VANA ROUSSEFF,6775
3509809,DILMA VANA ROUSSEFF,1012
3509908,DILMA VANA ROUSSEFF,2673
3509957,DILMA VANA ROUSSEFF,924
3510005,DILMA VANA ROUSSEFF,7090
3510104,DILMA VANA ROUSSEFF,836
3510153,DILMA VANA ROUSSEFF,984
