COD_MUN_IBGE,NOME_CANDIDATO,pct_voto
2916005,DILMA VANA ROUSSEFF,74.24122197976591
2916104,DILMA VANA ROUSSEFF,80.88631599960075
2916203,DILMA VANA ROUSSEFF,61.542515811665496
2916302,DILMA VANA ROUSSEFF,67.46310611384399
2916401,DILMA VANA ROUSSEFF,49.88617051976785
2916500,DILMA VANA ROUSSEFF,84.83209375704305
2916609,DILMA VANA ROUSSEFF,77.63733592610598
2916708,DILMA VANA ROUSSEFF,69.35678149843412
2916807,DILMA VANA ROUSSEFF,68.66850101686805
2916856,DILMA VANA ROUSSEFF,55.60451666207656
2916906,DILMA VANA ROUSSEFF,61.304280636686755
2917003,DILMA VANA ROUSSEFF,69.19470952620124
2917102,DILMA VANA ROUSSEFF,47.946513849092646
2917201,DILMA VANA ROUSSEFF,49.965226030799805
2917300,DILMA VANA ROUSSEFF,59.93793891883064
2917334,DILMA VANA ROUSSEFF,79.93254637436762
2917359,DILMA VANA ROUSSEFF,74.98496692723992
2917409,DILMA VANA ROUSSEFF,77.27604851673243
2917508,DILMA VANA ROUSSEFF,76.91964036410343
2917607,DILMA VANA ROUSSEFF,70.56701507723615
2917706,DILMA VANA ROUSSEFF,68.20969337289812
2917805,DILMA VANA ROUSSEFF,82.08407019453135
2917904,DILMA VANA ROUSSEFF,80.84672854878878
2918001,DILMA VANA ROUSSEFF,72.18994997386694
2918100,DILMA VANA ROUSSEFF,83.63991246229372
2918209,DILMA VANA ROUSSEFF,57.77487670438062
2918308,DILMA VANA ROUSSEFF,68.98630825273206
2918357,DILMA VANA ROUSSEFF,61.77876106194691
2918407,DILMA VANA ROUSSEFF,75.64156900972684
2918456,DILMA VANA ROUSSEFF,80.7475884244373
2918506,DILMA VANA ROUSSEFF,87.40322792284478
2918555,DILMA VANA ROUSSEFF,62.955915001585794
2918605,DILMA VANA ROUSSEFF,74.45001089087346
2918704,DILMA VANA ROUSSEFF,85.8761634965601
2918753,DILMA VANA ROUSSEFF,75.30587884213668
2918803,DILMA VANA ROUSSEFF,79.92552751344643
2918902,DILMA VANA ROUSSEFF,68.54442344045368
2919009,DILMA VANA ROUSSEFF,88.07915057915058
2919058,DILMA VANA ROUSSEFF,78.49949647532729
2919108,DILMA VANA ROUSSEFF,81.7542096004021
2919157,DILMA VANA ROUSSEFF,77.33457462045259
2919207,DILMA VANA ROUSSEFF,72.71081073373827
2919306,DILMA VANA ROUSSEFF,79.61432506887053
